Active Substance ID,Substance,CAS Number,Status under Reg. (EC) No 1107/2009,Date of approval,Expiration of approval,Legislation,Remark,RMS,Co-RMS,Assess Risk,Reg 396/2005,Candidate for substitution,Basic substance,Low-risk a.s.,ADI (mg/kg bw/d),Source/Year,Remark,ARfD (mg/kg bw),Source/Year,Remark,AOEL (mg/kg bw/d),Source/Year,Remark,AAOEL (mg/kg bw/d),Source/Year,Remark,Other (mg/kg bw/d),Source/Year,Remark,Classification (Reg. 1272/2008),Authorised,Functions
768,Haloxyfop-P (Haloxyfop-R),95977-29-0,Not approved,1/1/2011,31/12/2020,"2010/86/EU, Reg. (EU) 2015/2233, Reg. (EU) 2020/1643, Reg. (EU) 2022/801, Reg. (EU) No 2018/670, Reg. (EU) No 540/2011",<p>Austria was assigned as Designated Member State (DMS) to assess confirmatory data</p>,HU,CZ,COM,"Reg. (EC) No 149/2008, Reg. (EU) 2015/2075, Reg. (EU) 2017/171, Reg. (EU) 2024/398, Regulation (EU) 2017/1016","low ADI / ARfD / AOEL, two PBT criteria",,,0.00065 mg/kg bw/day,Reg. (EU) 2015/2233,,0.075 mg/kg bw,Reg. (EU) 2015/2233,,0.005 mg/kg bw/day,Reg. (EU) 2015/2233,,,,,,,,,,HB
771,Helicoverpa armigera nucleopolyhedrovirus (HearNPV),No CAS allocated,Approved,1/6/2013,31/10/2025,"Dossier complete 07/560/EC, Reg. (EU) 2018//155, Reg. (EU) 2023/918, Reg. (EU) No 368/2013",,EE,FR,EFSA,Reg. (EU) No 588/2014,,,,,EFSA 2012,,,EFSA 2012,,,EFSA 2012,,,,,,,,,"AT, BG, CY, CZ, EL, ES, FR, HU, IT, PT",IN
1005,Heptachlor,76-44-8,Not approved,,,,<p>Banned</p>,,,,Reg. (EC) No 149/2008,,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, STOT RE 2 - H373",,
772,Heptamaloxyloglucan,870721-81-6,Approved,1/3/2023,28/02/2038,"2010/14/EU, Reg. (EU) 2017/1527, Reg. (EU) 2021/745, Reg. (EU) 2022/2315, Reg. (EU) 2022/814, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: FR</p><p>Co-RMS responsible for the last approval: ES</p>,FR,ES,EFSA,Reg. (EU) No 500/2013,,,Yes,,EFSA ´09,,,EFSA ´09,,,EFSA ´09,,,,,,,,,FR,
1372,Heptenophos,23560-59-0,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
773,Hexachlorobenzene,118-74-1,Not approved,,,,<p>Banned</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2016/1866",,,,,,,,,,,,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 1B - H350, STOT RE 1 - H372",,
770,Hexachlorocyclohexane (HCH),608-73-1,Not approved,,,,<p>Banned</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2017/978",,,,,,,,,,,,,,,,,,,,,
774,Hexachlorophene,70-30-4,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,FU
126,Hexaconazole,79983-71-4,Not approved,,,2006/797,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 899/2012",,,,0.005 mg/kg bw/day,JMPR 1990,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411, Skin Sens. 1 - H317",,FU
1498,Hexadecyl acetate (SCLP Acetates),629-70-9,Approved,1/9/2022,30/08/2037,"Reg. (EU) 2008/127, Reg. (EU) 2017/195, Reg. (EU) 2021/745, Reg. (EU) 2022/1251, Reg. (EU) No 540/2011, Reg. (EU) No 918/2014, Reg. (EU)2020/1160",,,,EFSA,Reg. (EU) 2023/1719,,,Yes,,,,,,,,,,,,,,,,,PT,AT
127,Hexaflumuron,86479-06-3,Not approved,,,2004/129/EC,,,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
128,Hexamethylene tetramine (urotropin),100-97-0,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Hexane,110-54-3,Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Hexazinone,51235-04-2,Not approved,,,,<p>Essential use 835/2004</p>,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319",,HB
130,Hexythiazox,78587-05-0,Approved,1/6/2011,31/01/2027,"2011/46/EU, Reg. (EU) 2020/2007, Reg. (EU) 2024/1206, Reg. (EU) No 2018/1266, Reg. (EU) No 540/2011","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Initially non included by Decision 2008/934. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008.</a></p>",FI,SE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2022/78, Reg. (EU) No 520/2011 , Reg. (EU) No 592/2012",,,,0.03 mg/kg bw/day,11/46/EU,,,11/46/EU,,0.009 mg/kg bw/day,11/46/EU,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, BG, CY, CZ, DE, DK, EL, ES, FI, FR, HR, HU, IT, LT, LV, MT, NL, PL, PT, RO, SE, SI, SK","AC,IN"
1001,Hydramethylnon,67485-29-4,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,IN
131,Hydrogen peroxide,7722-84-1,Approved,,,"2007/442, Reg. (EU) 2017/409",,,,,Reg. (EU) 2017/1777,,Yes,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H332, Ox. Liq. 1 - H271, Skin Corr. 1A - H314",,
132,Hydrolysed proteins,No CAS allocated,Approved,1/5/2024,30/04/2039,"2009/153/EC, Reg. (EU) 2017/195, Reg. (EU) 2020/1160, Reg. (EU) 2021/745, Reg. (EU) 2022/708, Reg. (EU) 2023/1446, Reg. (EU) 2024/821, Reg. (EU) No 540/2011, Reg. (EU) No 571/2012",<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p>,ES,EL,EFSA,Commission Regulation (EU) 2024/2612 ,,,Yes,,Dir 08/127,,,Dir 08/127,,,Dir 08/127,,,,,,,,,"CY, EL, ES, FR, IT, MT, PT",
133,Hydroxy-MCPA,No CAS allocated,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,PG
134,Hydroxyphenyl-salicylamide,526-18-1,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,FU
135,Hymexazol,10004-44-1,Approved,1/6/2011,31/08/2026,"2011/5/EU, Reg. (EU) 2023/918, Reg.(EU) No 2018/1266, Reg.(EU) No 540/2011",,AT,SE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2021/644",,,,0.17 mg/kg bw/day,EFSA 10,,0.5 mg/kg bw,EFSA 10,,0.17 mg/kg bw/day,EFSA 10,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 3 - H412, Eye Dam. 1 - H318","AT, BE, CZ, DE, DK, EL, FI, FR, HU, IE, IT, NL, PL, RO, SE",
136,Idanofan,No CAS allocated,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,HB
1315,Imazalil (aka enilconazole),35554-44-0,Approved,1/1/2012,31/05/2027,"1997/73/EC, 2007/21/EC, 2010/57/EU, Reg. (EU) 2024/2781, Reg. (EU) No 2019/291, Reg. (EU) No 540/2011, Reg. (EU) No 705/2011",,NL,BE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2019/1582, Reg. (EU) 2020/856, Reg. (EU) No 750/2010",,,,0.025 mg/kg bw/day,EFSA 2010,,0.05 mg/kg bw,EFSA 2010,,0.05 mg/kg bw/day,EFSA 2010,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 4 - H332, Aquatic Chronic 1 - H410, Carc. 2 - H351, Eye Dam. 1 - H318","AT, BE, BG, CY, DE, DK, EE, EL, ES, FI, FR, HR, IE, IT, LU, NL, NO, PL, PT, RO, SE",
137,Imazamethabenz,100728-84-5,Not approved,,,2005/303,,,,,,,,,,,,,,,,,,,,,,,,,,HB
138,Imazamox,114311-32-9,Approved,1/11/2017,30/06/2027,"03/23/EC, Reg. (EU) 2016/950, Reg. (EU) 2017/1531, Reg. (EU) 2017/841, Reg. (EU) 2020/2007, Reg. (EU) 2025/99, Reg. (EU) No 2019/724, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",<p>By Reg. (EU) No 2019/724 EL is nominated as RMS and IT as Co-RMS</p><p><br></p><p>Former RMS was FR</p>,EL,IT,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2016/567, Reg. (EU) 2021/2202, Reg. (EU) No 1146/2014",two PBT criteria,,,3.0 mg/kg bw/day,Reg. (EU) 2017/1531,,3.0 mg/kg bw,Reg. (EU) 2017/1531,,2.25 mg/kg bw/day,Reg. (EU) 2017/1531,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LV, MT, NL, PL, PT, RO, SE, SK",HB
986,Imazapic,104098-48-8,Not approved,,,,,,,,"Reg. (EU) 2015/845, Reg. (EU) 2015/846, Reg. (EU) 2017/626, Reg. (EU) No 270/2012",,,,,,,,,,,,,,,,,,,,,HB
139,Imazapyr,81334-34-1,Not approved,,,2002/2076,,,,,"Reg. (EU) 2015/845, Reg. (EU) 2017/626, Regulation (EU) 2015/399",,,,2.5 mg/kg bw/day,EFSA 2014,,,EFSA 2014,,Not Applicable, ,,,,,,,,"Aquatic Chronic 3 - H412, Eye Irrit. 2 - H319",,HB
140,Imazaquin,81335-37-7,Not approved,1/1/2009,31/12/2018,"2008/69, 2008/69, Reg. (EU) 2022/801, Reg. (EU) No 1100/2011, Reg. (EU) No 1100/2011, Reg. (EU) No 540/2011, Reg. (EU) No 540/2011",<p>Substance fulfilling criteria Annex V Reg 1490/2002</p>,BE,IE,COM,"Reg. (EC) No 149/2008, Reg. (EU) No 2023/710",,,,0.25 mg/kg bw/day,Dir 08/69,,,Dir 08/69,,0.25 mg/kg bw/day,Dir 08/69,,,,,,,,,,PG
1316,Imazethabenz,No CAS allocated,Not approved,,,2076/2002,,,,,,,,,,,,,,,,,,,,,,,,,,HB
1364,Imazethapyr,81335-77-5,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,"HB,PG"
687,Imazosulfuron,122548-33-8,Not approved,1/4/2005,31/07/2017,"05/3/EC, Reg (EU) 2015/408, Reg. (EU) 2022/801, Reg. (EU) No 540/2011, Reg. EU No 1197/2012",<p>Renewal application was withdrawn.</p><p><br></p><p>The original RMS was Germany.</p><p><br></p><p>two PBT criteria</p><p> </p>,SI,FI,COM,"Reg. (EC) No 149/2008, Reg. (EU) 2019/1792, Reg. (EU) No 289/2014",two PBT criteria,,,0.75 mg/kg bw/day,05/3/EC,,,05/3/EC,,0.53 mg/kg bw/day,05/3/EC,,,,,,,,,,HB
851,Imibenconazole,86598-92-7,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,FU
703,Imicyafos,140163-89-9,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,NE
688,Imidacloprid,138261-41-3,Not approved,1/8/2009,1/12/2020,"2008/116/EC, 2010/21/EU, Reg. (EU) 2017/195, Reg. (EU) 2020/1643, Reg. (EU) 2022/801, Reg. (EU) No 485/2013, Reg. (EU) No 540/2011, Reg.(EU) No 2018/783",,DE,NL,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) 2021/1881, Reg. (EU) No 491/2014, Reg. (EU) No 893/2010",,,,0.06 mg/kg bw/day,Dir 08/116,,0.08 mg/kg bw,Dir 08/116,,0.08 mg/kg bw/day,Dir 08/116,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
689,Iminoctadine,13516-27-3,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,FU
993,Indanofan,133220-30-1,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,HB
1061,Indaziflam,950782-86-2,Pending,,,,<p>Not yet assessed at EU level</p>,FR,ES,,,,,,,,,,,,,,,,,,,,,,,HB
227,Indolylacetic acid (aka auxins),87-51-4,Not approved,,,2008/941,<p>Voluntarily withdrawn. Withdrawal authoris. by 12/2010. Max period of grace: 12/2011.</p>,,,,Reg. (EU) 2016/71,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,PG
228,Indolylbutyric acid,133-32-4,Approved,1/6/2011,15/03/2026,"2008/941/EC, 2011/28/EU, Reg. (EU) 2023/918, Reg.(EU) No 2018/1266, Reg.(EU) No 540/2011",,EL,CY,EFSA,Reg. (EU) 2016/71,,,,Not Applicable,EFSA 2010,Not set due to insufficient data,Not Applicable,EFSA 2010,Not set due to insufficient data,Not Applicable,EFSA 2010,Not set due to insufficient data,,,,,,,,"AT, BE, CY, DE, EL, ES, FR, HR, IT, LU, NL, PL, PT, SI",PG
229,Indoxacarb,173584-44-6,Not approved,1/4/2006,19/12/2021,"06/10/EC, Reg. (EU) 2017/1511, Reg. (EU) 2018/1262, Reg. (EU) 2019/1589, Reg. (EU) 2020/1511, Reg. (EU) 2021/1449, Reg. (EU) 2021/2081, Reg. (EU) No 533/2013, Reg. (EU) No 540/2011",<p>The original RMS was the Netherlands.</p><p>Grace period granted by Member States shall expire by 19/09/2022</p>,FR,ES,COM,"Reg. (EC) No 1050/2009, Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EC) No 822/2009, Reg. (EC) No 839/2008, Reg. (EU) 2015/845, Reg. (EU) 2024/376, Reg. (EU) No 35/2013, Reg. (EU) No 491/2014, Reg. (EU) No 51/2014, Reg. (EU) No 520/2011 , Reg. (EU) No 668/2013, Reg. (EU) No 737/2014",,,,0.005 mg/kg bw/day,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,0.005 mg/kg bw,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,0.003 mg/kg bw/day,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,0.003 mg/kg bw,Reg. (EU) 2021/2081,Review Report Non Renewal 2021,,,,"Acute Tox. 3 - H301, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT RE 1 - H372, Skin Sens. 1B - H317",,IN
1267,Inpyrfluxam (S-2399 ),1352994-67-2,Pending,,,,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 08/02/2019</p>,NL,FR,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,FU
230,Iodofenphos,18181-70-9,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,IN
231,Iodosulfuron,185119-76-0,Approved,1/4/2017,31/03/2032,"03/84/EC, Reg. (EU) 2016/950, Reg. (EU) 2017/407, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012","<p>The original RMS was Germany.</p><p>Renewal of approval <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1490351291552&uri=CELEX:32017R0407"" rel=""noopener noreferrer"" target=""_blank"">Reg. (EU) 2017/407</a></p><p>RMS responsible for the last approval: SE</p><p>Co-RMS responsible for the last approval: FI</p><p>CAS : 185119-76-0 (parent) 144550-36-7 (iodosulfuron-methyl-sodium)</p>",BE,FR,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2024/1077, Reg. (EU) No 289/2014",,,,0.03 mg/kg bw/day,Reg. (EU) 2017/407,,3.15 mg/kg bw,Reg. (EU) 2017/407,,0.05 mg/kg bw/day,Reg. (EU) 2017/407,,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",
232,Ioxynil,1689-83-4,Not approved,,,"04/58/EC, Reg. (EU) 2022/801, Reg. (EU) No 540/2011",,FR,AT,,"Reg. (EC) No 1050/2009, Reg. (EC) No 149/2008, Reg. (EU) 2019/91, Reg. (EU) No 777/2013, Reg. (EU) No 893/2010",,,,0.005 mg/kg bw/day,Dir 04/58,,0.04 mg/kg bw,Dir 04/58,,0.01 mg/kg bw/day,Dir 04/58,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H331, Acute Tox. 4 - H312, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319, Repr. 2 - H361d, STOT RE 2 - H373",,HB
233,Ipconazole,125225-28-7,Not approved,,,"Commission Regulation (EU) 2021/618, Dir 08/20/EC, Reg (EU) 2023/939, Reg. (EU) 2018/155, Reg. (EU) 2020/1295, Reg. (EU) 2020/2007, Reg. (EU) No 571/2014",<p>The original RMS was UK.</p><p>Withdrawal authorisations by 31/08/2023</p><p>Max grace period 29/02/2024</p>,BE,,,"Reg. (EC) No 839/2008, Reg. (EU) 2021/618",toxic for reproduction 1A / 1B,,,0.015 mg/kg bw/day,EFSA 2013,,0.015 mg/kg bw,EFSA 2013,,0.015 mg/kg bw/day,EFSA 2013,,,,,,,,,IT,FU
1293,Ipflufenoquin,1314008-27-9,Pending,,,,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 19/11/2019</p>,NL,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,FU
979,Iprobenfos,26087-47-8,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411",,FU
234,Iprodione,36734-19-7,Not approved,1/1/2004,5/12/2017,"03/31/EC, Reg. (EU) 2016/950, Reg. (EU) 2017/1511, Reg. (EU) 2017/2091, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",,FR,BE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2015/400, Reg. (EU) 2019/38",,,,0.02 mg/kg bw/day,Reg. (EU) 2017/2091,,0.06 mg/kg bw,Reg. (EU) 2017/2091,,0.04 mg/kg bw/day,Reg. (EU) 2017/2091,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351",,"FU,NE"
235,Iprovalicarb,140923-17-7,Approved,1/4/2016,31/03/2031,"02/48/EC, 2010/77/EU, Reg. (EU) 2015/1885, Reg. (EU) 2016/147, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: IE</p><p>Co-RMS responsible for the last approval: IT</p>,SE,LV,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2022/1363, Reg. (EU) No 777/2013",,,,0.015 mg/kg bw/day,Reg. (EU) 2016/147,,,Reg. (EU) 2016/147,,0.015 mg/kg bw/day,Reg. (EU) 2016/147,,,,,,,,,"AT, BG, CY, CZ, DE, EL, ES, HR, HU, IT, PT, RO, SI, SK",
236,Iron pyrophosphate,10402-25-2,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,PT,
237,Iron sulphate,see remark,Approved,1/9/2009,30/11/2026,"2008/127, Reg. (EU) 2017/195, Reg. (EU) 2020/1160, Reg. (EU) 2021/745, Reg. (EU) 2022/708, Reg. (EU) 2023/1446, Reg. (EU) No 540/2011, Reg. (EU) No 637/2012",<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p><p>CAS : </p><p>-7720-78-7 iron(II)sulfate anhydrous </p><p>-17375-41-6 iron(II)sulfate monohydrate </p><p>-7782-63-0 iron(II)sulfate heptahydrate</p>,HU,PL,COM,"Reg. (EC) No 839/2008, Reg. (EU) 2015/896",,,,0.8 mg/kg bw/day,Dir 08/127,,,Dir 08/127,,0.38 mg/kg bw/day,Dir 08/127,,,,,,,,"Acute Tox. 4 - H302, Eye Irrit. 2 - H319, Skin Irrit. 2 - H315","AT, BE, DE, DK, EE, FI, FR, IE, IT, LU, NL, NO, PL, PT, SE, SI",HB
938,Isaria fumosorosea Apopka strain 97 (formerly Paecilomyces fumosoroseus),No CAS allocated,Approved,1/1/2016,31/12/2030,"01/47/EC, Reg. (EU) 2015/306, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: BE</p><p>Co-RMS responsible for the last approval: NL</p>,NL,AT,EFSA,Reg. (EC) No 839/2008,,,Yes,,Reg. (EU) 2015/306,,,Reg. (EU) 2015/306,,,Reg. (EU) 2015/306,,,,,,,,,"AT, BE, EL, ES, FI, FR, NL, PL, PT, SE",
238,Isazofos,42509-80-8,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H330, Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT RE 2 - H373, Skin Sens. 1 - H317",,IN
239,Isocarbamid,30979-48-7,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
240,Isocarbophos (ISO: isopropyl O-(methoxyaminothiophosphoryl)salicylate),24353-61-5,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
241,Isofenphos,25311-71-1,Not approved,,,2002/2076,,,,,,,,,0.001 mg/kg bw/day,JMPR 1986,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
242,Isofenphos-methyl,99675-03-3,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Isofetamid,875915-78-9 ,Approved,15/09/2016,15/09/2026,"Reg. (EU) 2016/1425, Reg. (EU) 540/2011",<p>The RMS responsible for last approval: BE</p>,PT,IE,EFSA,"Reg. (EU) 2017/171, Reg. (EU) 2018/1514, Reg. (EU) 2018/687, Reg. (EU) 2020/856, Reg. (EU) 2022/1324, Reg. (EU) 2022/93, Reg. (EU) 2024/1078",,,,0.02 mg/kg bw/day, Reg. (EU) 2016/1425,,1.0 mg/kg bw, Reg. (EU) 2016/1425,,0.05 mg/kg bw/day, Reg. (EU) 2016/1425,,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EL, ES, FR, HR, HU, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK",FU
1233,Isoflucypram,1255734-28-1,Pending,,,,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 11/05/2018</p><p><br></p><p>Former RMS: UK</p>,FR,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,FU
243,Isolane,119-38-0,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,IN
244,Isoprocarb,2631-40-5,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,
245,Isopropalin,33820-53-0,Not approved,,,Reg. (EC) No 2076/2002,,,,,,,,,,,,,,,,,,,,,,,,,,HB
1189,Isoprothiolane,50512-35-1,Not approved,,,2002/2076,,,,,"Reg. (EU) 2019/552, Reg. (EU) No 592/2012, Reg. (EU) No 737/2014",,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,FU
246,Isoproturon,34123-59-6,Not approved,1/1/2003,30/06/2016,"02/18/EC, 2010/77/EU, Reg (eu) 2015/408, Reg. (EU) 2015/1885, Reg. (EU) 2016/872, Reg. (EU) No 540/2011",<p>two PBT criteria</p>,DE,CZ,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2019/1792, Reg. (EU) No 87/2014",two PBT criteria,,,0.015 mg/kg bw/day,Dir 02/18,,,Dir 02/18,,0.015 mg/kg bw/day,Dir 02/18,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, STOT RE 2 - H373",,HB
1024,Isopyrazam,881685-58-1,Not approved,1/4/2013,8/6/2022,"Dossier complete 2010/132/EU, Reg. (EU) 2015/1106, Reg. (EU) 2018/155, Reg. (EU) 2022/782, Reg. (EU) No 1037/2012",<p>Authorisations for plant protection products should be withdrawn by 8 September 2022; any grace period granted shall expire by 8 December 2022</p><p>Timelines for submission of confirmatory information amended. Proposal voted at PAFF in June 2015.</p><p><br></p><p>The original RMS was UK.</p><p><br></p>,NO,EL,EFSA,"Reg. (EU) 2015/1101, Reg. (EU) 2019/552, Reg. (EU) No 364/2014 , Reg. (EU) No 524/2011 , Reg. (EU) No 834/2013, Reg. (EU) No 978/2011 ",two PBT criteria,,,0.03 mg/kg bw/day | 0.03 mg/kg bw/day,"EFSA 12, EFSA 12",,0.2 mg/kg bw | 0.2 mg/kg bw,"EFSA 12, EFSA 12",,0.05 mg/kg bw/day | 0.05 mg/kg bw/day,"EFSA 12, EFSA 12",,,,,,,,,,FU
671,Isotianil,224049-04-1,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,FU
665,Isouron,55861-78-4,Not approved,,,,<p>Never notified and authorised in the EU </p>,,,,,,,,,,,,,,,,,,,,,,,,,HB
247,Isoval,83-28-3,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,RO
248,Isoxaben,82558-50-7,Approved,1/6/2011,31/01/2027,"2011/32/EU, Reg. (EU) 2020/2007, Reg. (EU) 2024/1206, Reg. (EU) No 2018/1266, Reg. (EU) No 540/2011","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Initially non included by Decision 2008/934. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008</a></p>",AT,FI,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2023/1719, Reg. (EU) 2023/466",,,,0.05 mg/kg bw/day,EFSA 10,,,EFSA 10,,0.25 mg/kg bw/day,EFSA 10,,,,,,,,Aquatic Chronic 4 - H413,"AT, BE, DE, EL, ES, FI, FR, IE, IT, LU, NL, NO, PT, SE, SI",HB
249,Isoxaflutole,141112-29-0,Approved,1/8/2019,31/07/2034,"03/68/EC, Reg. (EU) 2016/950, Reg. (EU) 2017/841, Reg. (EU) 2018/917, Reg. (EU) 2019/717, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",<p>The original RMS was the Netherlands.</p><p>RMS responsible for the last approval: IT</p><p>Co-RMS responsible for the last approval: SI</p>,SE,BE,EFSA,"Reg (EU) 2023/1069, Reg. (EC) No 149/2008, Reg. (EU) 2015/845, Reg. (EU) No 703/2014",,,,0.02 mg/kg bw/day,Review Report 22/03/2019,,0.05 mg/kg bw,Review Report 22/03/2019,,0.012 mg/kg bw/day,Review Report 22/03/2019,,0.03 mg/kg bw,Review Report 22/03/2019,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 2 - H361d","AT, BE, BG, CZ, DE, EL, ES, FR, HR, HU, IE, IT, LU, NL, PL, PT, RO, SI, SK",
