,PREFERRED NAME,CASRN,use,SMILES,alogp
1841,"Indole-3-butanethioic acid, S-phenyl ester",85977-73-7,Herbicide,O=C(CCCc1c[nH]c2ccccc12)Sc3ccccc3,4.809500000000003
1842,"Indoxacarb, S-isomer",173584-44-6,Insecticide,COC(=O)N(C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c4ccc(OC(F)(F)F)cc4,4.093300000000003
1845,Iodofenfos,18181-70-9,Insecticide,CO[P](=S)(OC)Oc1cc(Cl)c(I)cc1Cl,4.494100000000002
1848,"Iodosulfuron methyl, sodium salt",144550-36-7,Herbicide,COC(=O)c1ccc(I)cc1S(=O)([O-])=NC(=O)Nc1nc(C)nc(OC)n1,1.76922
1849,Ioxynil,1689-83-4,Herbicide,Oc1c(I)cc(cc1I)C#N,2.4730800000000004
1850,Ioxynil lithium,2961-61-7,Herbicide,N#Cc1cc(I)c([O-])c(I)c1,1.8410799999999996
1851,Ioxynil octanoate,3861-47-0,Herbicide,CCCCCCCC(=O)Oc1c(I)cc(cc1I)C#N,5.033380000000004
1852,Ioxynil sodium,2961-62-8,Herbicide,N#Cc1cc(I)c([O-])c(I)c1,1.8410799999999996
1853,Ipazin,1912-25-0,Herbicide,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,2.1914999999999996
1854,Ipconazole,125225-28-7,Fungicide,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn3cncn3,3.587500000000002
1855,Iprobenfos,26087-47-8,Fungicide,CC(C)O[P](=O)(OC(C)C)SCc1ccccc1,4.877900000000004
1856,Iprodione,36734-19-7,Fungicide,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,2.880000000000001
1857,IPSP,5827-05-4,Insecticide,CC[S](=O)CS[P](=S)(OC(C)C)OC(C)C,3.5202000000000027
1861,Isazophos-methyl,42509-83-1,Insecticide,CO[P](=S)(OC)Oc1nn(C(C)C)c(Cl)n1,2.4085
1862,"Isobutyl 2,4-dichlorophenoxyacetate",1713-15-1,Herbicide,CC(C)COC(=O)COc1ccc(Cl)cc1Cl,3.5714000000000024
1863,Isocarbamide,30979-48-7,Herbicide,CC(C)CNC(=O)N1CCNC1=O,0.3772000000000003
1864,Isocarbophos,24353-61-5,Insecticide,CO[P](N)(=S)Oc1ccccc1C(=O)OC(C)C,2.4602000000000004
1865,Isochlorthion,2463-84-5,Insecticide,CO[P](=S)(OC)Oc1ccc(cc1Cl)[N+]([O-])=O,3.144300000000002
1866,Isocil,314-42-1,Herbicide,CC(C)N1C(=O)NC(=C(Br)C1=O)C,1.1884199999999998
1867,Isodrin,465-73-6,Insecticide,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]4C[C@H](C=C4)[C@H]3[C@@]1(Cl)C2(Cl)Cl,5.270200000000002
1868,Isofenphos,25311-71-1,Insecticide,CCO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,3.8896000000000033
1869,Isolan,119-38-0,Insecticide,CC(C)n1nc(C)cc1OC(=O)N(C)C,1.83282
1870,Isomethiozin,57052-04-7,Herbicide,CSC1=NN=C(C(=O)N1\N=C\C(C)C)C(C)(C)C,2.1475999999999997
1871,Isononuron,28805-78-9,Herbicide,CN(C)C(=O)NC1CCC2C3CCC(C3)C12,2.0822999999999996
1873,Isooctyl phenoxy polyethoxy ethanol,30776-59-1,"Insecticide,Microbiocide",CCCCCCCCCCCCCCc1cccc(c1)[S](O)(=O)=O,6.176900000000007
1874,"Isooctyl(2-octyl) 2,4-dichlorophenoxyacetate",1917-97-1,Herbicide,CCCCCCC(C)OC(=O)COc1ccc(Cl)cc1Cl,5.274300000000005
1876,Isopolinate,3134-70-1,Herbicide,CC(C)SC(=O)N1CCCCCC1,3.1240000000000023
1877,Isoprocarb,2631-40-5,Insecticide,CNC(=O)Oc1ccccc1C(C)C,2.528200000000001
1878,Isopropalin,33820-53-0,Herbicide,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(C)C)[N+]([O-])=O,4.252800000000004
1881,Isopropyl alcohol,67-63-0,"Microbiocide,Solvent",CC(C)O,0.38710000000000006
1882,Isopropyl cresol,499-75-2,Microbiocide,CC(C)c1ccc(C)c(O)c1,2.824020000000001
1884,Isopropyl myristate,110-27-0,Insecticide,CCCCCCCCCCCCCC(=O)OC(C)C,5.639100000000005
1885,Isopropyl phenol,"25168-06-3, 88-69-7",Microbiocide,CC(C)c1ccccc1O,2.5156000000000014
1888,Isoprothiolane,50512-35-1,Fungicide,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,2.581200000000001
1889,Isoproturon,34123-59-6,Herbicide,CC(C)c1ccc(NC(=O)N(C)C)cc1,2.903500000000001
1891,Isothioate,36614-38-7,Insecticide,CO[P](=S)(OC)SCCSC(C)C,3.3785000000000016
1892,Isouron,55861-78-4,Herbicide,CN(C)C(=O)Nc1cc(on1)C(C)(C)C,2.0656
1893,Isoxaben,82558-50-7,Herbicide,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,4.0218000000000025
1895,Isoxaflutole,141112-29-0,Herbicide,C[S](=O)(=O)c1cc(ccc1C(=O)c2cnoc2C3CC3)C(F)(F)F,3.205300000000002
1896,Isoxapyrifop,87757-18-4,Herbicide,CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N3CCCO3,4.111900000000003
1897,Isoxathion,18854-01-8,Insecticide,CCO[P](=S)(OCC)Oc1cc(on1)c2ccccc2,4.017900000000003
1898,Jasmolin I,4466-14-2,Insecticide,CC/C=C/CC1=C(C)C(CC1=O)OC(=O)C2C(C=C(C)C)C2(C)C,4.782200000000005
1899,Jasmolin II,1172-63-0,Insecticide,CC\C=C\CC1=C(C)C(CC1=O)OC(=O)C2C(\C=C(/C)C(=O)OC)C2(C)C,3.9353000000000034
1904,Karbutilate,4849-32-5,Herbicide,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,2.6670000000000007
1905,Kasugamycin,"19408-46-9, 6980-18-3","Fungicide,Microbiocide",CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1N=C(N)C(O)=O,-4.537699999999994
1908,Ketoconazole,65277-42-1,Fungicide,CC(=O)N1CCN(CC1)c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,4.2058000000000035
1909,Kresoxim-methyl,143390-89-0,Fungicide,CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C,3.097520000000002
1911,Lactofen,"77501-63-4, 81362-49-4, 83513-60-4",Herbicide,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,5.1677000000000035
1915,Laminarin,9008-22-4,Fungicide,OC[C@H]1OC(O[C@H]2[C@H](O)[C@@H](CO)OC(O[C@@H]3[C@@H](O)C(O)O[C@H](CO)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-7.572999999999988
1918,Lauramide DEA,120-40-1,"Fungicide,Insecticide,Rodenticide",CCCCCCCCCCCC(=O)N(CCO)CCO,2.720500000000001
1923,Lauryl thiocyanate,765-15-1,Insecticide,CCCCCCCCCCCCSC#N,5.121580000000005
1930,Lenacil,2164-08-1,Herbicide,O=C1NC2=C(CCC2)C(=O)N1C3CCCCC3,1.5305
1931,Leptophos,21609-90-5,Insecticide,CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2,5.416100000000004
1937,Limonene,"138-86-3, 5989-27-5","Dog and Cat Repellent,Insect Repellent,Insecticide",CC(=C)C1CCC(=CC1)C,3.308900000000002
1938,Linalool,78-70-6,"Fragrance component or p,Insect Repellent,Insecticide",CC(C)=CCCC(C)(O)C=C,2.6698000000000013
1939,Lindane,58-89-9,"Drug,Insecticide,Rodenticide",ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.644400000000001
1941,Linuron,330-55-2,Herbicide,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.0185000000000013
1942,"Perfluorooctane sulfonate, lithium salt",29457-72-5,"Adjuvant,Insecticide",O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.498500000000001
1948,Lufenuron,103055-07-8,Insecticide,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,6.105500000000001
1950,Lythidathion,2669-32-1,Insecticide,CCOC1=NN(CS[P](=S)(OC)OC)C(=O)S1,1.9115
1951,m-Cumenyl methylcarbamate,64-00-6,Insecticide,CNC(=O)Oc1cccc(c1)C(C)C,2.528200000000001
1967,Magnesium trichloroacetate,16094-02-3,Herbicide,O=C([O-])C(Cl)(Cl)Cl,0.10649999999999982
1968,Malathion,121-75-5,Insecticide,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,2.1218000000000004
1969,"Maleic hydrazide, potassium salt","28382-15-2, 51542-52-0","Herbicide,Plant Growth Regulator",O=c1ccc(=O)[nH][n-]1,-1.3077
1970,Malic acid,6915-15-7,Microbiocide,OC(CC(O)=O)C(O)=O,-1.0934000000000001
1980,MCPA,94-74-6,Herbicide,Cc1cc(Cl)ccc1OCC(O)=O,2.11182
1981,"MCPA, 2-ethyl hexyl ester",29450-45-1,Herbicide,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1C,4.786820000000005
1983,"MCPA, butoxyethanol ester",19480-43-4,Herbicide,CCCCOCCOC(=O)COc1ccc(Cl)cc1C,3.387120000000002
1984,"MCPA, butyl ester",1713-12-8,Herbicide,CCCCOC(=O)COc1ccc(Cl)cc1C,3.3705200000000017
1990,"MCPA, isobutyl ester",1713-11-7,Herbicide,CC(C)COC(=O)COc1ccc(Cl)cc1C,3.226420000000002
1991,"MCPA, isooctyl ester",26544-20-7,Herbicide,CC(C)CCCCCOC(=O)COc1ccc(Cl)cc1C,4.786820000000005
1993,"MCPA, isopropyl ester",2698-40-0,Herbicide,CC(C)OC(=O)COc1ccc(Cl)cc1C,2.9788200000000016
1995,"MCPA, potassium salt",5221-16-9,Herbicide,Cc1cc(Cl)ccc1OCC(=O)[O-],0.7771199999999996
1996,"MCPA, sodium salt",3653-48-3,Herbicide,Cc1cc(Cl)ccc1OCC(=O)[O-],0.7771199999999996
1999,MCPB,94-81-5,Herbicide,Cc1cc(Cl)ccc1OCCCC(O)=O,2.8920200000000005
2000,"MCPB, sodium salt",6062-26-6,Herbicide,Cc1cc(Cl)ccc1OCCCC(=O)[O-],1.5573199999999996
2001,MCPP,"7085-19-0, 93-65-2",Herbicide,CC(Oc1ccc(Cl)cc1C)C(O)=O,2.5003199999999994
2003,"MCPP-P, dimethylamine salt",66423-09-4,Herbicide,C[C@H](Oc1ccc(Cl)cc1C)C(=O)ON(C)C,2.4355200000000004
2007,"MCPP, isooctyl ester",28473-03-2,Herbicide,CCCCCCC(C)OC(=O)C(C)Oc1ccc(Cl)cc1C,5.3178200000000055
2008,"MCPP, potassium salt",1929-86-8,Herbicide,Cc1cc(Cl)ccc1OC(C)C(=O)[O-],1.1656199999999994
2011,Mecarbam,2595-54-2,Insecticide,CCOC(=O)N(C)C(=O)CS[P](=S)(OCC)OCC,2.6320000000000006
2012,Mecarphon,29173-31-7,Insecticide,COC(=O)N(C)C(=O)CS[P](C)(=S)OC,1.5301
2013,Mecoprop-P,16484-77-8,Herbicide,C[C@@H](Oc1ccc(Cl)cc1C)C(O)=O,2.5003199999999994
2014,Medinoterb acetate,2487-01-6,Herbicide,CC(=O)Oc1c(cc(c(C)c1C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O,3.034220000000002
2015,Mefenacet,73250-68-7,Herbicide,CN(C(=O)COc1sc2ccccc2n1)c3ccccc3,3.3381000000000016
2016,Mefenoxam,70630-17-0,Fungicide,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,1.8443399999999999
2019,Mefenpyr-diethyl,135590-91-9,Herbicide Safener,CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C1)C(=O)OCC,3.4444000000000026
2020,Mefluidide,53780-34-0,"Herbicide,Plant Growth Regulator",CC(=O)Nc1cc(N[S](=O)(=O)C(F)(F)F)c(C)cc1C,2.52334
2022,"Mefluidide, potassium salt",83601-83-6,Herbicide,CC(=O)[N-]c1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,3.116640000000001
2024,Mephosfolan,950-10-7,Insecticide,CCO[P](=O)(OCC)N=C1SCC(C)S1,3.392000000000002
2025,Mepronil,55814-41-0,Fungicide,CC(C)Oc1cccc(NC(=O)c2ccccc2C)c1,4.034520000000002
2033,Merpofos,3568-56-7,Insecticide,CCO[P](=S)(NC)Oc1ccc(SC)c(C)c1,3.576120000000002
2034,Mesosulfuron-methyl,208465-21-8,Herbicide,COC(=O)c1ccc(CN[S](C)(=O)=O)cc1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,-0.15999999999999903
2035,Mesotrione,104206-82-8,Herbicide,C[S](=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(c1)[N+]([O-])=O,1.1193000000000002
2036,Meta-cresol,108-39-4,Microbiocide,Cc1cccc(O)c1,1.7006199999999998
2038,Metalaxyl,57837-19-1,Fungicide,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,1.8443399999999999
2039,Metaldehyde,"9002-91-9, 108-62-3",Molluscicide,CC=O,0.2052
2041,Metam potassium,137-41-7,"Algaecide,Fumigant,Fungicide,Microbiocide,Nematicide",CNC(=S)[S-],0.03760000000000002
2042,Metam-sodium,"6734-80-1, 137-42-8","Algaecide,Fumigant,Fungicide,Herbicide,Microbiocide,Nematicide",CNC(=S)[S-],0.03760000000000002
2043,Metamitron,41394-05-2,Herbicide,CC1=NN=C(c2ccccc2)C(=O)N1N,0.3275199999999999
2047,Metazachlor,67129-08-2,Herbicide,Cc1cccc(C)c1N(Cn2cccn2)C(=O)CCl,2.729440000000001
2048,Metconazole,125116-23-6,Fungicide,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn3cncn3,3.3415000000000017
2049,Metflurazone,23576-23-0,Herbicide,CN(C)C1=C(Cl)C(=O)N(N=C1)c2cccc(c2)C(F)(F)F,2.9707000000000017
2050,Methabenzthiazuron,18691-97-9,Herbicide,CNC(=O)N(C)c1sc2ccccc2n1,2.0719
2051,Methacrifos,62610-77-9,Insecticide,COC(=O)C(/C)=C/O[P](=S)(OC)OC,1.5970999999999997
2053,Methamidophos,10265-92-6,"Breakdown product,Insecticide",CO[P](N)(=O)SC,1.0626
2054,Methane arsonic acid (MAA),124-58-3,Herbicide,C[As](O)(O)=O,-1.0298
2055,Methanol,67-56-1,"Adjuvant,Microbiocide,Solvent",CO,-0.3915
2056,Methasulfocarb,66952-49-6,"Fungicide,Plant Growth Regulator",CNC(=O)Sc1ccc(O[S](C)(=O)=O)cc1,1.4565
2057,Methazole,20354-26-1,Herbicide,CN1C(=O)ON(C1=O)c2ccc(Cl)c(Cl)c2,1.4359999999999997
2058,Methfuroxam,28730-17-8,Fungicide,Cc1oc(C)c(C(=O)Nc2ccccc2)c1C,3.457160000000002
2059,Methidathion,950-37-8,Insecticide,COC1=NN(CS[P](=S)(OC)OC)C(=O)S1,1.5213999999999999
2061,Methiobencarb,18357-78-3,Herbicide,CCN(CC)C(=O)SCc1ccc(OC)cc1,3.390200000000002
2062,Methiocarb,2032-65-7,"Insecticide,Molluscicide",CNC(=O)Oc1cc(C)c(SC)c(C)c1,2.743540000000001
2063,Methiuron,21540-35-2,Herbicide,CN(C)C(=S)Nc1cccc(C)c1,2.25342
2064,Methometon,1771-07-9,Herbicide,COCCCNc1nc(NCCCOC)nc(OC)n1,0.7770000000000001
2065,Methomyl,16752-77-5,"Breakdown product,Insecticide",CNC(=O)O\N=C(/C)SC,1.0388
2066,Methoprotryne,841-06-5,Herbicide,COCCCNc1nc(NC(C)C)nc(SC)n1,1.8621999999999999
2067,Methoxychlor,"72-43-5, 30667-99-3",Insecticide,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,5.205900000000002
2073,Methoxyphenone,41295-28-7,Herbicide,COc1ccc(cc1C)C(=O)c2cccc(C)c2,3.543040000000002
2074,"Methyl 2,4-dichlorophenoxyacetate",1928-38-7,Herbicide,COC(=O)COc1ccc(Cl)cc1Cl,2.5452000000000004
2075,Methyl acifluorfen,50594-67-7,Herbicide,COC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,4.845900000000002
2077,Methyl benzethonium chloride,25155-18-4,Microbiocide,Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C,6.380820000000007
2078,Methyl bromide,74-83-9,"Fumigant,Herbicide,Insecticide,Nematicide",CBr,1.0110999999999999
2080,Methyl chloramben,7286-84-2,Herbicide,COC(=O)c1cc(Cl)cc(N)c1Cl,2.3622
2081,Methyl dodecyl benzyl trimethyl ammonium chloride,1399-80-0,Microbiocide,CCCCCCCCCCCCC(C)[N+](C)(C)Cc1ccccc1,6.962500000000008
2085,Methyl eugenol,93-15-2,Herbicide,COc1ccc(CC=C)cc1OC,2.4323000000000006
2086,Methyl iodide,74-88-4,"Fumigant,Nematicide",CI,1.0512000000000001
2087,Methyl isothiocyanate,556-61-6,"Breakdown product,Fumigant,Herbicide,Insecticide,Nematicide",CN=C=S,0.7190000000000001
2088,Methyl paraben,99-76-3,"Fungicide,Microbiocide",COC(=O)c1ccc(O)cc1,1.1788
2090,"Methyl paraben, sodium salt",5026-62-0,"Fungicide,Microbiocide",COC(=O)c1ccc([O-])cc1,0.5468
2091,Methyl parathion,298-00-0,"Insecticide,Nematicide",CO[P](=S)(OC)Oc1ccc(cc1)[N+]([O-])=O,2.490900000000001
2093,Carbophenothion-methyl,953-17-3,Insecticide,CO[P](=S)(OC)SCSc1ccc(Cl)cc1,4.640100000000003
2098,Methyldymron,42609-73-4,Herbicide,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,3.767700000000003
2099,Methylene bis(thiocyanate),6317-18-6,"Algaecide,Fungicide,Microbiocide",N#CSCSC#N,1.37246
2100,Methylene blue,61-73-4,"Dye,Fungicide",CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,3.862600000000003
2114,Metobromuron,3060-89-7,Herbicide,CON(C)C(=O)Nc1ccc(Br)cc1,2.4742000000000006
2115,Metofluthrin,240494-70-6,Insecticide,COCc1c(F)c(F)c(COC(=O)C2C(\C=C\C)C2(C)C)c(F)c1F,4.2809000000000035
2116,Metolachlor,51218-45-2,Herbicide,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,3.1641200000000014
2119,Metolcarb,1129-41-5,Insecticide,CNC(=O)Oc1cccc(C)c1,1.71322
2120,Metominostrobin,133408-50-1,Fungicide,CNC(=O)C(=N/OC)\c1ccccc1Oc2ccccc2,2.5754
2121,Metosulam,139528-85-1,Herbicide,COc1cc(OC)n2nc(nc2n1)[S](=O)(=O)Nc3c(Cl)ccc(C)c3Cl,2.5575200000000002
2122,Metoxuron,19937-59-8,Herbicide,COc1ccc(NC(=O)N(C)C)cc1Cl,2.4421
2123,Metribuzin,21087-64-9,Herbicide,CSC1=NN=C(C(=O)N1N)C(C)(C)C,0.3714999999999997
2124,Metronidazole,443-48-1,"Drug,Microbiocide",Cc1ncc(n1CCO)[N+]([O-])=O,0.09201999999999982
2125,Metsulfovax,21452-18-6,Fungicide,Cc1sc(C(=O)Nc2ccccc2)c(C)n1,3.012240000000001
2126,Metsulfuron,79510-48-8,Herbicide,COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(O)=O)n1,0.3972199999999997
2127,Metsulfuron-methyl,"74223-64-6, 5585-64-8",Herbicide,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2,0.48561999999999983
2128,Mevinphos,26718-65-0,Insecticide,COC(=O)\C=C(/C)O[P](=O)(OC)OC,1.4807
2130,Mexacarbate,315-18-4,Insecticide,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,2.08764
2133,Milneb,3773-49-7,Fungicide,CC1NC(C)N(CCN2C(C)NC(C)SC2=S)C(=S)S1,2.2170000000000005
2138,Mipafox,371-86-8,Insecticide,CC(C)N[P](F)(=O)NC(C)C,2.0599999999999996
2139,Miral,42509-80-8,Insecticide,CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1,3.1887000000000016
2140,Mirex,2385-85-5,"Flame retardant,Insecticide",ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,6.222999999999999
2144,Mobam,1079-33-0,Insecticide,CNC(=O)Oc1cccc2sccc12,2.6195000000000013
2145,Molinate,2212-67-1,Herbicide,CCSC(=O)N1CCCCCC1,2.735500000000001
2146,4-(Dichloroacetyl)-1-oxa-4-azaspiro(4.5)decane,71526-07-3,Herbicide Safener,ClC(Cl)C(=O)N1CCOC12CCCCC2,2.3093000000000004
2147,Monalide,7287-36-7,Herbicide,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,4.104800000000003
2148,Monisouron,55807-46-0,Herbicide,CNC(=O)Nc1cc(on1)C(C)(C)C,1.7233999999999998
2151,Monoammonium methanearsonate,2321-53-1,"Defoliant,Herbicide",C[As](=O)([O-])O,-1.6618000000000002
2152,Monocrotophos,6923-22-4,Insecticide,CNC(=O)\C=C(/C)O[P](=O)(OC)OC,1.0536999999999999
2156,Monolinuron,1746-81-2,Herbicide,CON(C)C(=O)Nc1ccc(Cl)cc1,2.365100000000001
2161,Monuron,150-68-5,Herbicide,CN(C)C(=O)Nc1ccc(Cl)cc1,2.4335000000000004
2163,Morfamquat,4636-83-3,Herbicide,CC1COCC(C)N1C(=O)C[n+]1ccc(-c2cc[n+](CC(=O)N3C(C)COCC3C)cc2)cc1,1.2002000000000017
2164,Morpholine,110-91-8,Microbiocide,C1COCCN1,-0.3938000000000001
2168,Morpholinomethyl dimethyldithiocarbamate,31848-11-0,"Fungicide,Microbiocide",CN(C)C(=S)SCN1CCOCC1,0.8558000000000001
2169,Morphothion,144-41-2,Insecticide,CO[P](=S)(OC)SCC(=O)N1CCOCC1,1.0957
2171,MPMT,845-52-3,Herbicide,COCCCNc1nc(NCCCOC)nc(SC)n1,1.4903000000000002
2172,MSMA,2163-80-6,"Defoliant,Herbicide",C[As](=O)([O-])O,-1.6618000000000002
2174,Mucochloric anhydride,4412-09-3,Rodenticide,ClC1=C(Cl)C(=O)OC1OC2OC(=O)C(=C2Cl)Cl,2.1471999999999998
2175,Myclobutanil,88671-89-0,Fungicide,CCCCC(Cn1cncn1)(C#N)c2ccc(Cl)cc2,3.583280000000002
2176,Myclozolin,54864-61-8,Fungicide,COCC1(C)OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,2.8817000000000013
2180,"N-(1-Methyl alkyl*) dimethylamine *(66% C12, 34% C14)",70955-13-4,Microbiocide,CCN(C)C,0.5679
2181,"N-(2-Ethyl alkyl*) dimethylamine *(62.6% C14, 35.8% C16, 1.6% C12)",68037-93-4,Microbiocide,CCCCCCCCCCCCCCCCN(C)C,6.029300000000006
2182,N-(2-hydroxy propyl) octanamide,23054-60-6,Microbiocide,CCCCCCCC(=O)NCC(C)O,1.8439
2183,"N-(2-hydroxyethyl) ethylene diamine triacetic acid,trisodium salt",139-89-9,"Adjuvant,Microbiocide",O=C([O-])CN(CCO)CCN(CC(=O)[O-])CC(=O)[O-],-6.167599999999997
2184,N-(2-methyl-1-naphthyl) maleimide,70017-56-0,Fungicide,Cc1ccc2ccccc2c1N3C(=O)C=CC3=O,2.5776200000000005
2185,"N-(3,4-dichlorobenzyl)-N-dodecyl-N,N-dimethyl ammonium chloride",102-30-7,Microbiocide,CCCCCCCCCCCC[N+](C)(C)Cc1ccc(Cl)c(Cl)c1,7.4907000000000075
2189,Amidochlor,40164-67-8,Herbicide,CCc1cccc(CC)c1N(CNC(C)=O)C(=O)CCl,2.476800000000001
2193,"N-Alkyl* dimethylamine *(76% C16, 12% C14, 10.5% C18, 1.5% C8-C12)",112-69-6,Microbiocide,CCCCCCCCCCCCCCCCN(C)C,6.029300000000006
2194,"N-Alkyl* dimethylamine *(90% C18, 8.5%C16, 1.5%C17)",124-28-7,Microbiocide,CCCCCCCCCCCCCCCCCC[NH+](C)C,5.392400000000005
2199,"N-isononyl-N,N-dimethyl decanaminium chloride",138698-36-9,Microbiocide,CCCCCCCCCC[N+](C)(C)CCCCCCC(C)C,6.8100000000000085
2200,"N-methyl-N-oleoyltaurine, sodium salt",137-20-2,Microbiocide,CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CCS(=O)(=O)[O-],5.027500000000004
2202,N-Polyethoxylated oleylamine,26635-93-8,Microbiocide,CCCCCCCC/C=C/CCCCCCCCN(CCOCCO)CCOCCO,5.343700000000006
2203,N-Polyoxyethylated stearylamine,26635-92-7,Microbiocide,CCCCCCCCCCCCCCCCCCN(CCOCCO)CCOCCO,5.5677000000000065
2205,"N,N-bis (2-hydroxy ethyl) octanamide",3077-30-3,Microbiocide,CCCCCCCC(=O)N(CCO)CCO,1.1601000000000001
2207,"N,N-bis-(2-hydroxy ethyl)-cis-9-octadecenamide",93-83-4,Microbiocide,CCCCCCCC/C=C/CCCCCCCC(=O)N(CCO)CCO,4.837100000000006
2209,"N,N-Bis(phosphonomethyl)glycine",2439-99-8,Herbicide,OC(=O)CN(C[P](O)(O)=O)C[P](O)(O)=O,-1.3566000000000003
2213,Nabam,142-59-6,"Fungicide,Herbicide",S=C([S-])NCCNC(=S)[S-],-0.1708
2214,Naled,300-76-5,Insecticide,CO[P](=O)(OC)OC(Br)C(Cl)(Cl)Br,3.651200000000001
2216,Naphthalene,91-20-3,"Dye,Insect Repellent,Insecticide",c1ccc2ccccc2c1,2.839800000000001
2220,Naphthalic anhydride,81-84-5,Herbicide Safener,O=C1OC(=O)c2cccc3cccc1c23,2.1504000000000003
2221,Naphthalophos,1491-41-4,Insecticide,CCO[P](=O)(OCC)ON1C(=O)c2cccc3cccc(C1=O)c23,3.5485000000000024
2222,Naphthenic soap,61790-13-4,"Adjuvant,Insecticide",CCC1CCC(CCC(=O)[O-])C1,1.3428
2223,Naproanilide,52570-16-8,Herbicide,CC(Oc1ccc2ccccc2c1)C(=O)Nc3ccccc3,4.245800000000003
2224,Napropamide,15299-99-7,Herbicide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,3.475500000000002
2225,Naptalam,132-66-1,Herbicide,OC(=O)c1ccccc1C(=O)Nc2cccc3ccccc23,3.790300000000002
2226,"Naptalam, sodium salt",132-67-2,Herbicide,O=C([O-])c1ccccc1C(=O)Nc1cccc2ccccc12,2.4556000000000004
2227,Neburon,555-37-3,Herbicide,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,4.257200000000004
2235,Niclosamide,50-65-7,Molluscicide,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+]([O-])=O,3.8595000000000006
2236,Boscalid,188425-85-6,Fungicide,Clc1ccc(cc1)c2ccccc2NC(=O)c3cccnc3Cl,5.307700000000002
2237,Nicosulfuron,111991-09-4,Herbicide,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(=O)N(C)C)n1,0.10100000000000042
2238,Nicotine,54-11-5,Insecticide,CN1CCC[C@H]1c2cccnc2,1.8483
