,PREFERRED NAME,CASRN,use,SMILES,mw,nheavy,alogp
1053,Imazosulfuron,122548-33-8,Herbicide,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1,412.81500000000005,27,1.3053
1054,Imibenconazole,86598-92-7,Fungicide,Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,411.7450000000001,25,5.901900000000002
1055,Imidacloprid,"105827-78-9, 138261-41-3",Insecticide,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,255.66500000000002,17,0.6879
1057,Iminoctadine,13516-27-3,Fungicide,NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,355.5750000000001,25,1.8040000000000005
1058,Imiprothrin,72963-72-5,Insecticide,C#CCN1CC(=O)N(COC(=O)C2C(C=C(C)C)C2(C)C)C1=O,318.3730000000001,23,1.6228999999999996
1059,Indole,120-72-9,"Dog and Cat Repellent,Insect Repellent,Insecticide",c1ccc2[nH]ccc2c1,117.15099999999997,9,2.1678999999999995
1060,"Indole-3-butanethioic acid, S-phenyl ester",85977-73-7,Herbicide,O=C(CCCc1c[nH]c2ccccc12)Sc1ccccc1,295.40700000000004,21,4.809500000000003
1061,"Indoxacarb, S-isomer",173584-44-6,Insecticide,COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,527.8390000000002,36,4.093300000000003
1062,Iodofenfos,18181-70-9,Insecticide,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,413.0,16,4.494100000000002
1063,"Iodosulfuron methyl, sodium salt",144550-36-7,Herbicide,COC(=O)c1ccc(I)cc1S(=O)(O)=NC(=O)Nc1nc(C)nc(OC)n1,507.26600000000025,27,2.11182
1064,Ioxynil,1689-83-4,Herbicide,N#Cc1cc(I)c(O)c(I)c1,370.91499999999996,11,2.4730799999999995
1065,Ioxynil lithium,2961-61-7,Herbicide,N#Cc1cc(I)c(O)c(I)c1,370.91499999999996,11,2.4730799999999995
1066,Ioxynil octanoate,3861-47-0,Herbicide,CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I,497.11400000000003,20,5.033380000000004
1067,Ioxynil sodium,2961-62-8,Herbicide,N#Cc1cc(I)c(O)c(I)c1,370.91499999999996,11,2.4730799999999995
1068,Ipazin,1912-25-0,Herbicide,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,243.74200000000002,16,2.1914999999999996
1069,Ipconazole,125225-28-7,Fungicide,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,333.86300000000006,23,3.587500000000002
1070,Iprobenfos,26087-47-8,Fungicide,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,288.349,18,4.877900000000004
1071,Iprodione,36734-19-7,Fungicide,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,330.17100000000005,21,2.880000000000001
1072,IPSP,5827-05-4,Insecticide,CCS(=O)CSP(=S)(OC(C)C)OC(C)C,304.4390000000001,16,3.5202000000000027
1073,Isazophos-methyl,42509-83-1,Insecticide,COP(=S)(OC)Oc1nc(Cl)n(C(C)C)n1,285.693,16,2.4085
1074,"Isobutyl 2,4-dichlorophenoxyacetate",1713-15-1,Herbicide,CC(C)COC(=O)COc1ccc(Cl)cc1Cl,277.147,17,3.5714000000000024
1075,Isocarbamide,30979-48-7,Herbicide,CC(C)CNC(=O)N1CCNC1=O,185.22699999999998,13,0.3772000000000003
1076,Isocarbophos,24353-61-5,Insecticide,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,289.29300000000006,18,2.4602000000000004
1077,Isochlorthion,2463-84-5,Insecticide,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,297.65599999999995,17,3.144300000000002
1078,Isocil,314-42-1,Herbicide,Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,247.09199999999998,13,1.18842
1079,Isodrin,465-73-6,Insecticide,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]([C@H]4C=C[C@@H]3C4)[C@@]1(Cl)C2(Cl)Cl,364.914,18,5.270200000000002
1080,Isofenphos,25311-71-1,Insecticide,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,345.4010000000002,22,3.8896000000000033
1081,Isolan,119-38-0,Insecticide,Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,211.26500000000001,15,1.83282
1082,Isomethiozin,57052-04-7,Herbicide,CSc1nnc(C(C)(C)C)c(=O)n1/N=C/C(C)C,268.386,18,2.1475999999999997
1083,Isononuron,28805-78-9,Herbicide,CN(C)C(=O)NC1CCC2C3CCC(C3)C12,222.33199999999997,16,2.0822999999999996
1085,Isooctyl phenoxy polyethoxy ethanol,30776-59-1,"Insecticide,Microbiocide",CCCCCCCCCCCCCCc1cccc(S(=O)(=O)O)c1,354.55600000000004,24,6.176900000000007
1086,"Isooctyl(2-octyl) 2,4-dichlorophenoxyacetate",1917-97-1,Herbicide,CCCCCCC(C)OC(=O)COc1ccc(Cl)cc1Cl,333.255,21,5.274300000000005
1088,Isopolinate,3134-70-1,Herbicide,CC(C)SC(=O)N1CCCCCC1,201.33499999999992,13,3.1240000000000023
1089,Isoprocarb,2631-40-5,Insecticide,CNC(=O)Oc1ccccc1C(C)C,193.24599999999998,14,2.528200000000001
1090,Isopropalin,33820-53-0,Herbicide,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],309.36600000000004,22,4.252800000000004
1092,Isopropyl alcohol,67-63-0,"Microbiocide,Solvent",CC(C)O,60.096000000000004,4,0.38710000000000006
1093,Isopropyl cresol,499-75-2,Microbiocide,Cc1ccc(C(C)C)cc1O,150.221,11,2.8240200000000013
1094,Isopropyl myristate,110-27-0,Insecticide,CCCCCCCCCCCCCC(=O)OC(C)C,270.45699999999994,19,5.639100000000005
1095,Isopropyl phenol,"25168-06-3, 88-69-7",Microbiocide,CC(C)c1ccccc1O,136.19399999999996,10,2.5156000000000014
1098,Isoprothiolane,50512-35-1,Fungicide,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,290.406,18,2.581200000000001
1099,Isoproturon,34123-59-6,Herbicide,CC(C)c1ccc(NC(=O)N(C)C)cc1,206.289,15,2.903500000000001
1100,Isothioate,36614-38-7,Insecticide,COP(=S)(OC)SCCSC(C)C,260.38599999999997,13,3.3785000000000016
1101,Isouron,55861-78-4,Herbicide,CN(C)C(=O)Nc1cc(C(C)(C)C)on1,211.26499999999996,15,2.0656
1102,Isoxaben,82558-50-7,Herbicide,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,332.40000000000003,24,4.0218000000000025
1103,Isoxaflutole,141112-29-0,Herbicide,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,359.3250000000001,24,3.205300000000002
1104,Isoxapyrifop,87757-18-4,Herbicide,CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,383.2310000000002,25,4.111900000000003
1105,Isoxathion,18854-01-8,Insecticide,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,313.315,20,4.017900000000004
1106,Jasmolin I,4466-14-2,Insecticide,CC/C=C/CC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,330.46800000000013,24,4.782200000000005
1107,Jasmolin II,1172-63-0,Insecticide,CC/C=C/CC1=C(C)C(OC(=O)C2C(/C=C(\C)C(=O)OC)C2(C)C)CC1=O,374.4770000000002,27,3.9353000000000034
1108,Karbutilate,4849-32-5,Herbicide,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,279.34,20,2.6670000000000007
1112,Ketoconazole,65277-42-1,Fungicide,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.4399999999999,36,4.205800000000003
1113,Kresoxim-methyl,143390-89-0,Fungicide,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,313.353,23,3.097520000000002
1114,Lactofen,"77501-63-4, 81362-49-4, 83513-60-4",Herbicide,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],461.77600000000007,31,5.1677000000000035
1116,Lauramide DEA,120-40-1,"Fungicide,Insecticide,Rodenticide",CCCCCCCCCCCC(=O)N(CCO)CCO,287.444,20,2.720500000000001
1119,Lauryl thiocyanate,765-15-1,Insecticide,CCCCCCCCCCCCSC#N,227.41699999999997,15,5.121580000000005
1120,Lenacil,2164-08-1,Herbicide,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,234.2989999999999,17,1.5305
1121,Leptophos,21609-90-5,Insecticide,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,412.07200000000006,20,5.416100000000004
1122,Limonene,"138-86-3, 5989-27-5","Dog and Cat Repellent,Insect Repellent,Insecticide",C=C(C)C1CC=C(C)CC1,136.23799999999997,10,3.308900000000002
1123,Linalool,78-70-6,"Fragrance component or p,Insect Repellent,Insecticide",C=CC(C)(O)CCC=C(C)C,154.253,11,2.6698000000000013
1124,Lindane,58-89-9,"Drug,Insecticide,Rodenticide",ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.832,12,3.644400000000001
1126,Linuron,330-55-2,Herbicide,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,249.09699999999998,15,3.0185000000000013
1127,"Perfluorooctane sulfonate, lithium salt",29457-72-5,"Adjuvant,Insecticide",O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.1259999999999,29,4.841100000000001
1128,Lufenuron,103055-07-8,Insecticide,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,511.15200000000004,32,6.105500000000001
1129,Lythidathion,2669-32-1,Insecticide,CCOc1nn(CSP(=S)(OC)OC)c(=O)s1,316.36600000000004,17,1.9115
1130,m-Cumenyl methylcarbamate,64-00-6,Insecticide,CNC(=O)Oc1cccc(C(C)C)c1,193.24599999999998,14,2.528200000000001
1132,Magnesium trichloroacetate,16094-02-3,Herbicide,O=C(O)C(Cl)(Cl)Cl,163.387,7,1.4412
1133,Malathion,121-75-5,Insecticide,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,330.3640000000001,19,2.1218000000000004
1134,"Maleic hydrazide, potassium salt","28382-15-2, 51542-52-0","Herbicide,Plant Growth Regulator",O=c1ccc(=O)[nH][nH]1,112.08800000000001,8,-0.9368000000000001
1135,Malic acid,6915-15-7,Microbiocide,O=C(O)CC(O)C(=O)O,134.087,9,-1.0934000000000001
1139,MCPA,94-74-6,Herbicide,Cc1cc(Cl)ccc1OCC(=O)O,200.62099999999998,13,2.11182
1140,"MCPA, 2-ethyl hexyl ester",29450-45-1,Herbicide,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1C,312.837,21,4.786820000000005
1141,"MCPA, butoxyethanol ester",19480-43-4,Herbicide,CCCCOCCOC(=O)COc1ccc(Cl)cc1C,300.78200000000004,20,3.387120000000002
1142,"MCPA, butyl ester",1713-12-8,Herbicide,CCCCOC(=O)COc1ccc(Cl)cc1C,256.729,17,3.3705200000000017
1145,"MCPA, isobutyl ester",1713-11-7,Herbicide,Cc1cc(Cl)ccc1OCC(=O)OCC(C)C,256.7289999999999,17,3.226420000000002
1146,"MCPA, isooctyl ester",26544-20-7,Herbicide,Cc1cc(Cl)ccc1OCC(=O)OCCCCCC(C)C,312.837,21,4.786820000000004
1147,"MCPA, isopropyl ester",2698-40-0,Herbicide,Cc1cc(Cl)ccc1OCC(=O)OC(C)C,242.70199999999997,16,2.9788200000000007
1148,"MCPA, potassium salt",5221-16-9,Herbicide,Cc1cc(Cl)ccc1OCC(=O)O,200.62099999999998,13,2.11182
1149,"MCPA, sodium salt",3653-48-3,Herbicide,Cc1cc(Cl)ccc1OCC(=O)O,200.62099999999998,13,2.11182
1151,MCPB,94-81-5,Herbicide,Cc1cc(Cl)ccc1OCCCC(=O)O,228.67499999999995,15,2.8920200000000005
1152,"MCPB, sodium salt",6062-26-6,Herbicide,Cc1cc(Cl)ccc1OCCCC(=O)O,228.67499999999995,15,2.8920200000000005
1153,MCPP,"7085-19-0, 93-65-2",Herbicide,Cc1cc(Cl)ccc1OC(C)C(=O)O,214.648,14,2.5003199999999994
1154,"MCPP-P, dimethylamine salt",66423-09-4,Herbicide,Cc1cc(Cl)ccc1O[C@@H](C)C(=O)ON(C)C,257.717,17,2.4355200000000004
1157,"MCPP, isooctyl ester",28473-03-2,Herbicide,CCCCCCC(C)OC(=O)C(C)Oc1ccc(Cl)cc1C,326.86400000000003,22,5.3178200000000055
1158,"MCPP, potassium salt",1929-86-8,Herbicide,Cc1cc(Cl)ccc1OC(C)C(=O)O,214.648,14,2.5003199999999994
1161,Mecarbam,2595-54-2,Insecticide,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,329.3800000000001,19,2.6320000000000006
1162,Mecarphon,29173-31-7,Insecticide,COC(=O)N(C)C(=O)CSP(C)(=S)OC,271.3,15,1.5301
1163,Mecoprop-P,16484-77-8,Herbicide,Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,214.648,14,2.5003199999999994
1164,Medinoterb acetate,2487-01-6,Herbicide,CC(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C)c1C(C)(C)C,296.27900000000005,21,3.0342200000000012
1165,Mefenacet,73250-68-7,Herbicide,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,298.367,21,3.3381000000000016
1166,Mefenoxam,70630-17-0,Fungicide,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,279.336,20,1.8443400000000003
1167,Mefenpyr-diethyl,135590-91-9,Herbicide Safener,CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C(=O)OCC)C1,373.2360000000002,24,3.4444000000000026
1168,Mefluidide,53780-34-0,"Herbicide,Plant Growth Regulator",CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,310.297,20,2.52334
1170,"Mefluidide, potassium salt",83601-83-6,Herbicide,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,310.297,20,2.52334
1171,Mephosfolan,950-10-7,Insecticide,CCOP(=O)(N=C1SCC(C)S1)OCC,269.328,15,3.392000000000002
1172,Mepronil,55814-41-0,Fungicide,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,269.344,20,4.034520000000002
1173,Merpofos,3568-56-7,Insecticide,CCOP(=S)(NC)Oc1ccc(SC)c(C)c1,291.37800000000004,17,3.576120000000002
1174,Mesosulfuron-methyl,208465-21-8,Herbicide,COC(=O)c1ccc(CNS(C)(=O)=O)cc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,503.5150000000002,33,-0.15999999999999903
1175,Mesotrione,104206-82-8,Herbicide,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,339.32500000000005,23,1.1193000000000002
1176,Meta-cresol,108-39-4,Microbiocide,Cc1cccc(O)c1,108.13999999999999,8,1.7006199999999998
1177,Metalaxyl,57837-19-1,Fungicide,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,279.336,20,1.8443400000000003
1179,Metam potassium,137-41-7,"Algaecide,Fumigant,Fungicide,Microbiocide,Nematicide",CNC(=S)S,107.20299999999999,5,0.42049999999999993
1180,Metam-sodium,"6734-80-1, 137-42-8","Algaecide,Fumigant,Fungicide,Herbicide,Microbiocide,Nematicide",CNC(=S)S,107.20299999999999,5,0.42049999999999993
1181,Metamitron,41394-05-2,Herbicide,Cc1nnc(-c2ccccc2)c(=O)n1N,202.21699999999998,15,0.3275199999999999
1182,Metazachlor,67129-08-2,Herbicide,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,277.755,19,2.729440000000001
1183,Metconazole,125116-23-6,Fungicide,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,319.836,22,3.3415000000000017
1184,Metflurazone,23576-23-0,Herbicide,CN(C)c1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,317.698,21,2.9707000000000017
1185,Methabenzthiazuron,18691-97-9,Herbicide,CNC(=O)N(C)c1nc2ccccc2s1,221.28500000000003,15,2.0719000000000003
1186,Methacrifos,62610-77-9,Insecticide,COC(=O)/C(C)=C/OP(=S)(OC)OC,240.21699999999998,14,1.5970999999999997
1187,Methamidophos,10265-92-6,"Breakdown product,Insecticide",COP(N)(=O)SC,141.132,7,1.0626
1190,Methasulfocarb,66952-49-6,"Fungicide,Plant Growth Regulator",CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1,261.32399999999996,16,1.4565
1191,Methazole,20354-26-1,Herbicide,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,261.064,16,1.4359999999999997
1192,Methfuroxam,28730-17-8,Fungicide,Cc1oc(C)c(C(=O)Nc2ccccc2)c1C,229.279,17,3.457160000000002
1193,Methidathion,950-37-8,Insecticide,COc1nn(CSP(=S)(OC)OC)c(=O)s1,302.339,16,1.5213999999999999
1194,Methiobencarb,18357-78-3,Herbicide,CCN(CC)C(=O)SCc1ccc(OC)cc1,253.367,17,3.390200000000002
1195,Methiocarb,2032-65-7,"Insecticide,Molluscicide",CNC(=O)Oc1cc(C)c(SC)c(C)c1,225.313,15,2.743540000000001
1196,Methiuron,21540-35-2,Herbicide,Cc1cccc(NC(=S)N(C)C)c1,194.303,13,2.25342
1197,Methometon,1771-07-9,Herbicide,COCCCNc1nc(NCCCOC)nc(OC)n1,285.348,20,0.7770000000000001
1198,Methomyl,16752-77-5,"Breakdown product,Insecticide",CNC(=O)O/N=C(\C)SC,162.214,10,1.0388
1199,Methoprotryne,841-06-5,Herbicide,COCCCNc1nc(NC(C)C)nc(SC)n1,271.39,18,1.8621999999999999
1200,Methoxychlor,"72-43-5, 30667-99-3",Insecticide,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,345.653,21,5.205900000000003
1204,Methoxyphenone,41295-28-7,Herbicide,COc1ccc(C(=O)c2cccc(C)c2)cc1C,240.302,18,3.543040000000002
1205,"Methyl 2,4-dichlorophenoxyacetate",1928-38-7,Herbicide,COC(=O)COc1ccc(Cl)cc1Cl,235.066,14,2.5452000000000004
1206,Methyl acifluorfen,50594-67-7,Herbicide,COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],375.68600000000004,25,4.845900000000003
1207,Methyl benzethonium chloride,25155-18-4,Microbiocide,Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C,426.66500000000025,31,6.380820000000007
1209,Methyl chloramben,7286-84-2,Herbicide,COC(=O)c1cc(Cl)cc(N)c1Cl,220.055,13,2.3622
1210,Methyl dodecyl benzyl trimethyl ammonium chloride,1399-80-0,Microbiocide,CCCCCCCCCCCCC(C)[N+](C)(C)Cc1ccccc1,332.596,24,6.962500000000008
1211,Methyl eugenol,93-15-2,Herbicide,C=CCc1ccc(OC)c(OC)c1,178.23099999999997,13,2.4323000000000006
1213,Methyl isothiocyanate,556-61-6,"Breakdown product,Fumigant,Herbicide,Insecticide,Nematicide",CN=C=S,73.12,4,0.7190000000000001
1214,Methyl paraben,99-76-3,"Fungicide,Microbiocide",COC(=O)c1ccc(O)cc1,152.149,11,1.1788
1215,"Methyl paraben, sodium salt",5026-62-0,"Fungicide,Microbiocide",COC(=O)c1ccc(O)cc1,152.149,11,1.1788
1216,Methyl parathion,298-00-0,"Insecticide,Nematicide",COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,263.21099999999996,16,2.4909
1217,Carbophenothion-methyl,953-17-3,Insecticide,COP(=S)(OC)SCSc1ccc(Cl)cc1,314.821,16,4.640100000000003
1220,Methyldymron,42609-73-4,Herbicide,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,268.36,20,3.767700000000003
1221,Methylene bis(thiocyanate),6317-18-6,"Algaecide,Fungicide,Microbiocide",N#CSCSC#N,130.197,7,1.37246
1222,Methylene blue,61-73-4,"Dye,Fungicide",CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,284.408,20,3.862600000000003
1231,Metobromuron,3060-89-7,Herbicide,CON(C)C(=O)Nc1ccc(Br)cc1,259.10299999999995,14,2.4742000000000006
1232,Metofluthrin,240494-70-6,Insecticide,C/C=C/C1C(C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,360.34700000000004,25,4.2809000000000035
1233,Metolachlor,51218-45-2,Herbicide,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,283.799,19,3.1641200000000014
1234,Metolcarb,1129-41-5,Insecticide,CNC(=O)Oc1cccc(C)c1,165.19199999999998,12,1.71322
1235,Metominostrobin,133408-50-1,Fungicide,CNC(=O)/C(=N\OC)c1ccccc1Oc1ccccc1,284.315,21,2.5754
1236,Metosulam,139528-85-1,Herbicide,COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1,418.2620000000001,26,2.5575200000000002
1237,Metoxuron,19937-59-8,Herbicide,COc1ccc(NC(=O)N(C)C)cc1Cl,228.67899999999997,15,2.4421
1238,Metribuzin,21087-64-9,Herbicide,CSc1nnc(C(C)(C)C)c(=O)n1N,214.29399999999998,14,0.37150000000000005
1239,Metronidazole,443-48-1,"Drug,Microbiocide",Cc1ncc([N+](=O)[O-])n1CCO,171.15599999999998,12,0.09201999999999994
1240,Metsulfovax,21452-18-6,Fungicide,Cc1nc(C)c(C(=O)Nc2ccccc2)s1,232.30800000000002,16,3.012240000000001
1241,Metsulfuron,79510-48-8,Herbicide,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)O)n1,367.3430000000001,25,0.39721999999999946
1242,Metsulfuron-methyl,"74223-64-6, 5585-64-8",Herbicide,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,381.3700000000001,26,0.48561999999999983
1243,Mevinphos,26718-65-0,Insecticide,COC(=O)/C=C(\C)OP(=O)(OC)OC,224.14899999999997,14,1.4807
1244,Mexacarbate,315-18-4,Insecticide,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,222.28799999999998,16,2.08764
1245,Milneb,3773-49-7,Fungicide,CC1NC(C)N(CCN2C(=S)SC(C)NC2C)C(=S)S1,350.6040000000001,20,2.2170000000000005
1246,Mipafox,371-86-8,Insecticide,CC(C)NP(=O)(F)NC(C)C,182.179,11,2.0599999999999996
1247,Miral,42509-80-8,Insecticide,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,313.747,18,3.1887000000000016
1249,Mobam,1079-33-0,Insecticide,CNC(=O)Oc1cccc2sccc12,207.254,14,2.6195000000000013
1250,Molinate,2212-67-1,Herbicide,CCSC(=O)N1CCCCCC1,187.30799999999994,12,2.735500000000001
1251,4-(Dichloroacetyl)-1-oxa-4-azaspiro(4.5)decane,71526-07-3,Herbicide Safener,O=C(C(Cl)Cl)N1CCOC12CCCCC2,252.1409999999999,15,2.3093000000000004
1252,Monalide,7287-36-7,Herbicide,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,239.746,16,4.104800000000003
1253,Monisouron,55807-46-0,Herbicide,CNC(=O)Nc1cc(C(C)(C)C)on1,197.23799999999997,14,1.7233999999999998
1256,Monocrotophos,6923-22-4,Insecticide,CNC(=O)/C=C(\C)OP(=O)(OC)OC,223.16499999999996,14,1.0536999999999999
1258,Monolinuron,1746-81-2,Herbicide,CON(C)C(=O)Nc1ccc(Cl)cc1,214.652,14,2.365100000000001
1261,Monuron,150-68-5,Herbicide,CN(C)C(=O)Nc1ccc(Cl)cc1,198.653,13,2.4335000000000004
1263,Morfamquat,4636-83-3,Herbicide,CC1COCC(C)N1C(=O)C[n+]1ccc(-c2cc[n+](CC(=O)N3C(C)COCC3C)cc2)cc1,468.5980000000003,34,1.2002000000000017
1264,Morpholine,110-91-8,Microbiocide,C1COCCN1,87.122,6,-0.3938000000000001
1266,Morpholinomethyl dimethyldithiocarbamate,31848-11-0,"Fungicide,Microbiocide",CN(C)C(=S)SCN1CCOCC1,220.36299999999994,13,0.8558000000000001
1267,Morphothion,144-41-2,Insecticide,COP(=S)(OC)SCC(=O)N1CCOCC1,285.32700000000006,16,1.0957
1268,MPMT,845-52-3,Herbicide,COCCCNc1nc(NCCCOC)nc(SC)n1,301.416,20,1.4903000000000002
1270,Mucochloric anhydride,4412-09-3,Rodenticide,O=C1OC(OC2OC(=O)C(Cl)=C2Cl)C(Cl)=C1Cl,319.91100000000006,17,2.1471999999999998
1271,Myclobutanil,88671-89-0,Fungicide,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,288.78200000000004,20,3.583280000000002
1272,Myclozolin,54864-61-8,Fungicide,COCC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,304.1290000000001,19,2.8817000000000013
1273,"N-(1-Methyl alkyl*) dimethylamine *(66% C12, 34% C14)",70955-13-4,Microbiocide,CCN(C)C,73.139,5,0.5679
1274,"N-(2-Ethyl alkyl*) dimethylamine *(62.6% C14, 35.8% C16, 1.6% C12)",68037-93-4,Microbiocide,CCCCCCCCCCCCCCCCN(C)C,269.51699999999994,19,6.029300000000006
1275,N-(2-hydroxy propyl) octanamide,23054-60-6,Microbiocide,CCCCCCCC(=O)NCC(C)O,201.31,14,1.8439
1277,N-(2-methyl-1-naphthyl) maleimide,70017-56-0,Fungicide,Cc1ccc2ccccc2c1N1C(=O)C=CC1=O,237.25799999999998,18,2.5776200000000005
1278,"N-(3,4-dichlorobenzyl)-N-dodecyl-N,N-dimethyl ammonium chloride",102-30-7,Microbiocide,CCCCCCCCCCCC[N+](C)(C)Cc1ccc(Cl)c(Cl)c1,373.432,24,7.4907000000000075
1281,Amidochlor,40164-67-8,Herbicide,CCc1cccc(CC)c1N(CNC(C)=O)C(=O)CCl,296.798,20,2.476800000000001
1282,"N-Alkyl* dimethylamine *(76% C16, 12% C14, 10.5% C18, 1.5% C8-C12)",112-69-6,Microbiocide,CCCCCCCCCCCCCCCCN(C)C,269.51699999999994,19,6.029300000000006
1283,"N-Alkyl* dimethylamine *(90% C18, 8.5%C16, 1.5%C17)",124-28-7,Microbiocide,CCCCCCCCCCCCCCCCCCN(C)C,297.5709999999999,21,6.809500000000008
1287,"N-isononyl-N,N-dimethyl decanaminium chloride",138698-36-9,Microbiocide,CCCCCCCCCC[N+](C)(C)CCCCCCC(C)C,312.606,22,6.8100000000000085
1288,"N-methyl-N-oleoyltaurine, sodium salt",137-20-2,Microbiocide,CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CCS(=O)(=O)O,403.6290000000001,27,5.370100000000005
1290,N-Polyethoxylated oleylamine,26635-93-8,Microbiocide,CCCCCCCC/C=C/CCCCCCCCN(CCOCCO)CCOCCO,443.7130000000003,31,5.343700000000006
1291,N-Polyoxyethylated stearylamine,26635-92-7,Microbiocide,CCCCCCCCCCCCCCCCCCN(CCOCCO)CCOCCO,445.72900000000027,31,5.5677000000000065
1292,"N,N-bis (2-hydroxy ethyl) octanamide",3077-30-3,Microbiocide,CCCCCCCC(=O)N(CCO)CCO,231.33599999999996,16,1.1601000000000001
